reviewer_name,review_date,review_content
Gino F,24-Feb,"Nice hotel overall. As Titanium Elite Member, I was able to get a very early check-in even though the hotel was showing full capacity. I was first upgraded to a junior suite then to a corner suite with a full view of the Haram. Service at the front desk was very efficient but the rest (concierge, maintenance, housekeeping) has a margin of improvement. The breakfast had a variety of food to choose from. The hotel offers a 24/7 two-minute shuttle to an elevator to go down to the haram. Very convenient. We used it all the time, only walked once."
Haseeb A,24-Jan,The Marriott Hotel was great. The staff was excellent and very helpful. Mr Yunes Almoudi and senior management went above and beyond to help accommodate our requests and make our stay pleasant and enjoyable. We will definitely come back and stay again at this property. Value Location Service
Safari18070999177,24-Jan,"Great experience and comfortable hotel The hotel is wonderful in terms of the availability of a 24-hour bus to the Haram and daily cleaning. The availability of the cafe and restaurants was a wonderful experience. I also liked the room service at any time. The room is cleaned, all used items are replaced, and the water bottle is refilled. Value Location Service"
Tahmid choudhury,24-Jan,"I am currently staying at the hotel, and the service and treatment is not what is expected of a 5* hotel. Do not expect this “5* hotel” to be the same as you would expect in other parts of the world. Requested 2 days and multiple times for a hairdryer, actioned on the 3rd day. Arrogant male staff member with little to know English, belittling is as food/drinks cannot be consumed in grounds. Ignorant as cafe service time for food minimum one hour. Only restaurant and food is limited to 4 food dishes and only select cuisine once per day for lunch service. No ala cart menu. Requested ice cubes to room, came 2 hours later. Food and drinks finished by then. No information on laundry service - told it does not exist. Staff access your room without your permission, telephone lines are not connected and the staff at the front desk have the audacity to say instead of visiting front desk for request we are to use telephone. Still waiting for phone line to be connected 4 days in. Front desk staff as always messaging on mobile phone rather and expect you to wait before being served. Shuttle service to taking to the Haraam, does not take you to the Haraam, rather to a back road - quicker to walk. Insider tip: Access to main road to Haraam is up a steep hill, should avoid if mobility access is required."
nd r,24-Jan,Excellent customer service provided by the staff at this hotel. Not far from Al Haram but With shuttle services only 5 minutes . In sha’ Allah will visit Again in future . Highly Recommend if you’re Planning to saty nearby Al Haram . Insider tip: If possible Add Breakfast With your Booking . Value Location Service
Bonjour,24-Jan,"Only two towels in the bathroom and half a toilet roll. Two bottles of water for tea, coffee and drinking. I phoned up room service for extra towels and water but was given only two more bottles of water. I suffer from allergies so when I closed the curtains all dust went up my nose and in my mouth. Most worrying thing that happened was when turning on the kettle smoke came out of the plug. Lucky I was standing next to it so that I could unplug the kettle. Miraculously the kettle still works. The large round carpet at reception looked dirty. Maybe time for a change. The furniture in room looks very dated. Reading lights loose. Breakfast was good. Air con worked well. First time in Marriot Mecca but not first time in Mecca. There are a lot better hotels with a lot better service in Mecca. Insider tip: Get to know the cleaning staff they can help out lots. Unfortunately we never came across any. Value Location Service"
Mahmood R,24-Jan,"Me and my brother stayed from Jan 3rd thru Jan 9th 2024. We really enjoyed our stay. Someone carried our luggage to our room. The room was large and spacious. The housekeeping service was great! Particularly Amjad Hossain & Mahdi., who provided us with superb service, round the clock service, making the room, stocking up with supplies, cleaning the bathroom, leaving the room spotless. Breakfast was a little expensive, don't know about lunch / dinner. Insider tip: You could walk to Masjid alHaram, but the hotel has shuttle service which operates quite frequently to Haram. Value Location Service"
Justadad,24-Jan,"Excellent service (thanks for upgrading us Karim to a full Haram view suite), spacious and clean room, very nice breakfast buffet and shuttle service to Haram - although you could walk there too as easily if you wanted to. You would love the omelettes and if you are lucky ....you may get some fresh pakoras too at the breakfast"
Mohamed A,24-Jan,I stayed at this amazing hotel 12/26 to 12/29 and was nothing short of superb. Checking in was seamless and Farah made me feel a valuable Marriott rewards member. She upgraded my reservation to an amazing suite. I had an amazing view of the Haram. Very spacious and comfortable. The hotel location is great within walking distance to the Haram and they have a shuttle that is 24 hours as the walk back is up a hill but is definitely walkable. All the staff was courteous and helpful. The breakfast in the second floor is excellent. The cafe next to the lobby is elegant but the service is not great. I will definitely stay in this hotel my next visit to Mecca. Insider tip: Within walking distance 7-10 minutes walk. Shuttle runs 24 hours. Hotel has parking garage.
Halima A,24-Jan,"we stayed here as a family of 4 on the 2/1/24 in a quad room with partial haram view. the room was very spacious even though there were 4 beds in the room.beds were very comfy,bathroom was big and clean. the hotel is a 5 min walk from the haram or the hotel offers a 24/7 shuttle service. housekeeping cleaned the rooms thoroughly daily and topped up the toiletries. you can hear the azaan in the rooms and there is also a prayer hall on the 3rd floor of the hotel which was great. the only criticism i have is that the breakfast was not very good and needs improving. Value Location Service"
Laaiba H,24-Jan,"My family and I had a great time staying at the Jabal Omar Marriot Hotel during our time in Makkah. The room was spacious, nicely decorated and granted us a clear view of the Al-Haram Mosque. Service was excellent with the receptionist Karim answering all our questions and taking good care of us. The breakfast buffet was also delicious with several cuisines to try from. All in all we had a lovely time and I would recommend this hotel to anyone. Insider tip: The location was ideal because it was directly across the road from the Al-Haram Mosque. They provide 24 hour shuttle services and footpaths Value Location Service"
Celine,24-Jan,"The hotel is very well located in Mecca. The room is clean, they fo have a microphone in the room connected to the holy Masjid Al Haram Adhan, it was my favorite point of the stay. I did not like the view of my first suite, they immediately changed my room to another panoramic view. Also the city is very crowded however the hotel is peaceful and does not feel crowded. All the team has been kind and welcoming, highlighting Mohammed Abu Tahib and Karim at the check out has been helpful. Mohammed booked a taxi for me as i am a woman traveling alone. Everything was safe. I had a beautiful stay! I will be back in the same hotel! Insider tip: The hotel is located 10mn walk distance from Masjid Al Haram. They have shuttle as well but honestly by walk is really closed by!"
Travel56429276120,23-Dec,"I have had the worse experience with Marriott Jabal Omar regarding checking out of hotel. I have yet to receive my refund for over charging me for staying for 8 nights when I have only stayed 4 nights. The hotel front desk always gives me false information on when I should expect my refund. I have provided my bank information by email and it’s been almost a month. My case number is 518155547, I’ve never been to a hotel that takes almost a month to issue refund for a hotel stay and gives a hard time. This is a horrible way to treat a Marriott member! Value Location Service"
Shayra A,23-Dec,"Good service please play Nice next time please love please thank you go service thank you Ullash it’s nice okay okay good location, good place nice area for your service. Excellent Celia good night Service good idea. Thank you so much love please will you come back again next year thank you Ullash. Value Location Service"
Shayan A,23-Dec,"Good experience at the hotel, despite an initial issue with the AC in our room. Karim was very helpful in swiftly arranging a room change for us. The second room was excellent. Recommend for their attentive service and quality stay."
Epi01,23-Dec,"This is a beautiful hotel located very close to Haram (350m from Gate 79 to the Shuttle bus stop). The Shuttle buses run continuously. We are a gold elite member of Marriott and were very pleased to find out that our room was upgraded to an executive suite with a beautiful view of the Haram ?? We stayed for 5 nights and really enjoyed our stay at this Hotel. Both the management and room service were very pleasant and responsive. We love our buffet lunch at Atrium Cafe as they had a lot of variety of delicious & fresh food, not to mentioned amazing desserts at a reasonable price (50SAR per person). We also found prayer mats at the two stores downstairs after looking at many stores in the clocktower area. We like that they didn’t try to do any price haggling. Thanks for such an enjoyable stay in Makkah. We will be back, Insha Allah. Insider tip: If you’re coming via fast train, take the free shuttle (Bus 7A), which runs directly from the station to where the hotel shuttle is parked"
Islam A,23-Dec,"Very bad service, the room smell is terrible and many times I have complained but in vain !! After two days they sent air refresher not the maintenance ????? The coffee manager was shouting at the employees in front of the customers which makes everyone uncomfortable!! Very unprofessional, they will smile on the reception during the payment then you are on your own!!! Insider tip: Don’t stay in this hotel"
Misafir,23-Nov,"The location of the hotel is close to the Kaaba, but you have to climb a little hill. The interior decoration of the hotel is extraordinarily beautiful. They also offer Zamzam and dates at the entrance, as well as their special drink, coffee. Especially thanks to the reception"
Daebes,23-Nov,"I never recommend booking at that hotel .... I had my booking through booking.com where it stated free cancellation. I payed through my credit card & due to some visa issues had to cancel my booking. I received a confirmation email that I will be refunded my whole payment within 14 days , which never happened. This was 2 months ago & I've been calling them , different staff , holding on lines , different justifications and lastly they claim that they had it deducted because I didn't show up .... inspire I have the cancellation one week prior to the check-in date.... Sorry to see this in Marriott but I think it deserves to be told to everyone."
FarAway22923125967,23-Nov,"Everything is nice and clean. Thank you The hotel is close to the Haram and there is a round-trip bus Going down from the hotel on foot is easier than returning because it is at the beginning But the bus takes about a minute and a half, which makes movement easy ?? There is comfort in dealing ??????"
Ezk A,23-Nov,"It's a hotel that doesn't deserve the 5 stars! I had an accident today with a Marriott bus on November 8, 2023 no accompaniment! They promised me an accompaniment, they didn't even try a commercial gesture.... They promised me food that I never received! Sincerely a shame! Marriott you really suck! A shame. I'm going to post this everywhere because it's the truth. Room 2004"
Nouri,23-Nov,"Location is good overall, made acceptable by the frequent shuttle bus. Downside of bus is that it gets very busy during prayer times and have to wait a bit for the next one when you could just walk it. You can take a shortcut through the Hilton to avoid the climb/heat as alternative. Location on a hill. Not easy for wheelchair users. Difficult to get on bus for chair users. Shuttle bus cuts distance to haram by half. Still a bit of walking to do that is on a hill*** Rooms are great and good hospitality. We got haram view rooms so was added bonus. Can only see the new extension fyi. Bit disappointed no hairdryer in room or iron. Reception service prompt and fast. Comfy comfy beds, like sleeping on a cloud esp after all the walking tiredness from the haram. Razors shaving kit in rooms are useless and don’t take any hair away. Nb: hotel doesn’t have barbers either so will have to go to the Makkah towers area to shave and complete umrah. Only disappointment really is the bread/pastry section in breakfast. Not once was bread fresh instead it was stale and hard and at least 1-2 days old. All pastries also hard and as if it has been in open air all day. Definitely not Marriott standard. Stayed in far cheaper places but bread was decent. Insider tip: Shuttle bus is busy during Salah times. Easy to just walk it down on foot. Can take a shortcut through the Hilton on way back to avoid climb"
Saqib N,23-Nov,"Really enjoyed our stay, in October 2023. Rooms were clean and well equipped. Shuttle buses running constantly to the Haram. Staff were very welcoming and went out of their way to help us. Breakfast buffet was fresh and lots of options. Awatif and Dai at the front desk were so friendly and helpful. Also Shamsud Doha deserves a special mention, always smiling and ready to help. Thank you to all the staff at Jabal Omar Marriot Makkah. Insider tip: Shuttle buses run constantly, but be aware that just prior to and after Salah times they do get busy. Value Location Service"
steppenw0lfe,23-Oct,"The rooms are abit dated and its a slight uphill walk to Masjidil Haram - am not sure if the shuttle bus makes a meaningful difference in the distance or ease of journey. We actually have no issues with dated rooms or walking to the mosque thats perfectly fine we came for pilgrimage. What we do have some criticism is with the sevice overall- 1. They gave us a room that smelled of smoke on a non smoking floor. It took a lot of back and forth and consistent pursuing to get a different room. 2- the Bonvoy counter was usually left unmanned and quite often only one or two staff was at front desk despite a stream of customers. 3- I went for breakfast when my husband was feeling really sick - I asked two staff members if it would be OK for me to take food up to him and was met with a disbelieving sigh with two different warnings (i) just one plate (as though I planned to smuggle three bags of food out) and (ii) only bakery items please. Goodness what a way to show concern for an unwell guest! I was offended. 4. In the upcoming to arrival it took me more than 10 attempts through the Bonvoy app and multiple emails to ask if I could make payment prior to arrival. We are loyal Marriott Bonvoy gold elite members because we believe in the service of the brand and could have chosen to stay in other establishments much closer to Masjidil Haram but chose the Marriot to stay loyal to our membership. For those who are used to the Bonvoy service around the world, this Marriot does seem really untrained, inefficient and not hospitable and if we ever return to do pilgrimage we will not be staying here again. For those who are lucky enough to get a non smoking room or experience being ill here then this may be a passable option. Insider tip: Try to book a king bed room in advance as it often gets booked Value Location Service"
Zohaib S,23-Oct,Pleasant experience. Not top of the line facilities but definitely a good comparison to swissotel. Food quality isn’t that great at the breakfast and presentation too could be worked onto. Responsive staff at the 0 call Centre
Wafa M,23-Sep,It’s a nice place and the ambience is good. I had pizza from atrium cafe in lobby and it was very delicious. I find the prices are good compare to other hotels. Staff seems to be knowledgeable and helpful and they always smile and willing to help you. I will love to visit again
IhabAlami,23-Aug,"Spacious clean room with very comfortable beds, helpful staff, very close to Haram, 2 minutes to haram by non stop shuttles availability, 5 minutes walking distance to Haram. But I experienced a bad incident with the customer service line. One day I had food poison around 4PM, I stayed in room throwing up every few hours all night, next day noon time of 15th August I was extremely weak, on I called the customer service, a none arabic speaking person answered me, I told him"" I had food poison and I didn't eat for 24 hours, am better now but weak. what is good for me in your room service menu to gain my strength ? he said "" I will check with the chef then revert to you"". he called me back saying that sorry we cannot recommend to you any food and you have to check with a doctor"", I said "" ok, do you know any doctor here who i can contact ? or do you have any number ? he said "" no sorry I don't have"" , I told him that I am a stranger in this country, again he said sorry he cant help. then we ended the call. He just abandoned me after all what I told him seeking his help."
dxbdoc,23-Aug,"Polite staff but total inefficiency How I wish I could have given this place a better rating but there were so many flaws encountered which really marred my stay. I am a lifetime Titanium Elite member and had called the hotel a day earlier to request an early check-in as I was there for barely one night only. The manager was very polite and she accepted it. Moreover, my joy knew no bounds when I saw on the app and on the website that she had even upgraded me to the Presidential suite! On my way to the hotel, my app even alerted me that the room was ready. I could not have been any happier. Upon arrival, the saga commenced. The lady at the check-in counter decided to downgrade my room to a regular suite room. Then she told me to wait in the lobby as they wanted to ensure that everything was ok in the room. We waited for an hour and my patience was running short by then. Finally, we were given our keys and we went to the room. It was a regular suite that was totally worn out. The worst part was that even in spite of making us wait for an hour there were so many things not present in the room. The safety despot box was locked and in spite of several calls, no one came to unlock it. The bathrooms were devoid of any amenities. There was no remote control for the TV. The telephone and the loudspeaker were not working. It's sad that the staff in this property are so polite and courteous but there seems to be a huge void in efficiency and action. The hotel is like 10 minutes away by foot to the accessible area of the haram but it is not a straight walk and can be very tiring and exhausting in the sweltering heat. The shuttle service is very efficient and literally runs up and down every few minutes. Makkah isn’t the same as before and even after you are dropped down by the shuttle you still have to walk a lot to reach the main area to perform tawaf. Value Location Service"
Aman S,23-Aug,"Room lacked some things like clothe iron, basic cutlery and soaps in the washroom. The washroom utilities were not fully replaced and the washroom was properly cleaned. The room service was very slow. The staff also lacked basic courtesy and hospitality."
Mohamed H,23-Aug,We went there for 4 days. Everything was amazing since we checked in at front desk with Marim she did checked me in very fast with nice smile and asked me if you need anything else she was very helpful . Also I like to mention Anwar in housekeeping he was amazing he cleaned my room 3 days the room was very clean thanks everyone for this great experience and will return again next year InshAlla Insider tip: More Towles in bathroom
Farouq,23-Aug,New experience in Mecca Friendly staff especially receptionists. Well designed & decorated hotel. Good selection of international breakfast. Walking distance to the Haram (The Holy Mosque of Mecca). 24/7 shuttle buses to the Haram. Suite provided has Haram view.
Btissam B,23-May,Jabal Omar Marriott Hotel Beautiful and luxurious hotel. And very close to Al haram. The service is good and the dealings are elegant. I liked the place very much. I loved the azan in the room. And the beautiful view of the mosque square. A bus is provided to transport pilgrims to Al Haram and back to the hotel as well.
pupucenoire,23-Apr,"We stayed for a week. Overall, it was a decent experience although ultimately overpriced during Umrah. The room was relatively small. We were able to add a third guest at a cost of 300 riyals per night which was reasonable but only a bunk bed was offered and it took the minimal space available. The bathroom sink was clogged during our entire stay despite repetitive requests made to the cleaning staff and on the Bonvoy Marriott app. The food experience is however terrible! Iftar at the restaurant is extremely overpriced for 250 riyals per person and unjustified for a food of poor quality and not tasty at that. The scheduling was also hectic. Iftar was only from 7 to 9 pm and Sohour from 1 to 3 am; meaning if one wanted to attend Taraweeh, they would not be able to eat by the time they came back from the Mosque and would have to wait until 1 am to sustain themselves, which is ridiculous. We were therefore eating at the coffeeshop reception which was offering a buffet for 100 riyals per person, which was still overpriced for what it was. Only a few items were offered and not replenished."
Captain E,23-Apr,Very Slow check in Waisted almost 1 hour waiting for room preparation knowing I am an Elite Gold member Is it time to change the chain? I like Marriott but it seems that might be the time to reconsider Value Location Service
Maryam A,23-Apr,"My stay at Hotel Marriott Jabal Omar was exceptionally excellent from the great location to the amazing staff all around. The administration staff were very accommodating. Including but not limited to the following: - Mr waleed the general manager was great from check in till ckeck out everything was spectacular - Mr. Eunis the guest relation manager was very kind and helpful in all our inquiries. - The chef Mr. Esam was especially outstanding, his food was delicious and included many options to satisfy all pallets I really enjoyed staying at this hotel and I will be coming back very soon. Value Location Service"
Muhammad A,23-Apr,"Despite the location being not as close to the Haram as other hotels , yet it had much to offer. Check in was smooth, the lady at the reception was fast. The suite was very nice and clean. It had speakers in the bedroom of the Haram prayers, which was fantastic. Bellmen/Concierge people were very decent and helpful. The bus was always there to take us close to the Haram. Food was alright, that's my only not so good point ( can't say negative though ). The bed was comfortable ... in excellent shape. Which is what you look for after performing Umrah to rest. Shower room was nice as well, with good toiletries. Surely recommended and definitely I'll consider staying in again. Value Location Service"
Mohamed H,23-Apr,"Great location from Alharam Almakki, great services, very cozy and relaxing rooms. Delicious food and open buffet. Very helpful and professional staff especially the receptionist Wafa and Rasheed in the restaurant. Insider tip: The hotel has a shuttle to Haram 24/7. Value Location Service"
Curiosity37805260518,23-Apr,"I stayed in the hotel between 6-10 April, with a Ummrah group. The best and most important item is the staff members. I had to deal with a number of them on different levels varying between general manager to housekeeper. They all share the traits of high professionalism, readiness to help and support The room design is excellent and comfortable, food quality is excellent. The only point in the room is the bathroom supplies could be better (shower gel and shampoo). Location is good if you can walk on a ramp like road, Otherwise, old and other persons may use a wheel chair to reach the 24 hour . .running coaster to go to Haram"
Faisal A,23-Apr,"Amazing Ramadan stay 2023 I stayed for five days during Ramadan , instant status recognition, as an ambassador elite I got an upgrade upon checking inn and was offered a complementary iftar . The hotel and the rooms were very clean. Cleanness is a very serious matter at the hotel. The bed was super comfortable as a Marriott bedding should be. Iftar buffet was really impressive. I tried suhoor and was equally impressive. I tried the atrium mini buffet and it was excellent with the open atrium and Ramadan vibe. The hotel have two prayers halls for men and women and they were linked to Al haram by speakers , prayer halls were in 3 rd floor and they were easily accessible. Two shuttle buses were offered to al haram and they were very convenient and they were air conditioned. I have stayed in many hotels around al haram and honestly Marriott in my opinion is the best and I highly recommend it. I would like to thank mr waleed silan the manager and mr Omar from front desk and razan too. I would like to thank mr Mahmoud for the impressive iftar and suhoor buffets. And mr MANSOOR from Conciarge desk. And finally I would like to thank mr Abdul hakem and Abdul Rahman for their exceptional house keeping and cleaning services for the 20th floor. Thank you once again for the amazing experience and inshallah see you soon."
FITxxx,23-Apr,"Performing Umra from 29/3 to 31/3 On our arrival at the Marriott hotel on Wednesday 29/3, Sami Alrehai and Hana from the Reception, as usual, welcomed us with cheerful smiles, making our stay at the Junior Suite so relaxing and comfortable. Overall, the services and facilities provided by the hotel were extremely good during our three-day stay, with the exception of room cleaning, in which we discovered that under the sofa beds were not cleaned at all, suggesting that the cleaners only cleaned what could be seen!! Also, room service was very slow this time because we ordered tea and coffee for visiting friends, which took more than half an hour to arrive. This is after I went downstairs and complained to the desk services!! Suggestions: 1- Provide a complimentary minibus service between the train station and Aysha mosque for Umrah performers who wish to perform Umrah more than once. 2- In each room, place a welcome bottle of Zamzam water with the hotel's logo. 3- As a farewell gift, include three bottles of 200ml Zamzam water imprinted with the hotel's branding logo. Insider tip: Double-check your flight and hotel booking particularly if you are catching up on the train back and forth from Jeddah to Mecca."
moevadee19,23-Apr,"Excellent stay. Particularly good service by concierge, Riaz and ML who took care of all our needs. Cleanliness of facility and service is outstanding. Shuttle to Haram and back very efficient and always available Value Location Service"
Fouad Alsayed,23-Mar,It was outstanding staying considering all high quality services. Afrah and Adel were so supportive during check in/out and made it more special considering too busy month of Ramadan. Thank you Marriott.
Sabri Noor,23-Mar,"The Hotel is in the heart of Makkah, the Holy city. adjacent to the Holy Mosque. The hotel is so quiet and so neat, the staff are outstanding, Rooms have a nice Haram & city view, so clean & spacious. The Restaurant buffet presentation is wow with excellent food verities. there is also a lovely lobby as well as separate male & female prayer places. Excellent place and location for family Umrah worship Insider tip: The accommodation in this Hotel is breath taken Value Location Service"
Aznina B,23-Mar,"This is my First time Visit Makkah City for Umrah. and try another MARRIOT in different country. As Usual MARRIOT Service is Excellent, Room is Clean, and Facilities for Shalah is verry good. Special Thanks to Manager in Restaurant Mr.Mahbood for his kind serve to Jamah. Hopefully I can visit MARRIOT Makkah again."
Mohammed Ali,23-Mar,"Absolutely fantastic hotel and service. This hotel really made our umrah experience great. Super clean and just as advertised. I would highly recommend. We had a clean bathroom which was cleaned everyday and the bed is amazingly comfortable. Shuttle service literally available all the time and you don’t even need it, it is a pleasant 7 minute walk to the haram with a perfect view of the extension side. Value Location Service"
Najet H,23-Mar,"I am really disappointed in the Marriott hotel off Makkah. They had really poor service and no we don’t have high standards. The beds we never made properly, the towels where not enough getting 2 and being with 3 people, having to ask twice for a floor towel over a couple off days. The extra bed we got what a child’s bed (we are with 3 adolescents) we called housekeeping 3 times every time a help came they didn’t understand/ or didn’t get the order that they needed to change the entire bed. Because off that i ended up going to the reception myself to complain about not getting the proper help. Anyway to make a long story short. I will never come back to this hotel because off its poor service! To think it’s a 5 star hotel :-( Value Location Service"
Fatimah B,23-Feb,"I just stayed at jabal omar marriott hotel. Thank you soo much.Alhamdulillah. All is good, all our priorities are met.Special recommendation to Faiz Housekeeping. Keep it up You are doing well.We are proud Value Location Service"
fatimah s,23-Feb,"Thank you for providing us with a wonderful stay with you. Here we found everything good.All our expectations were met. If we needed anything though they were always very busy, staff were very helpful and always courteous.Keep up the good work you are doing well"
Mohammad Afzal,23-Feb,"Check in is not easy, we went 4.30 pm and at the reception lady Razan Wes dealing us. After 20 minutes I ask everything is ok, she yes, yes. Then she told us our room is not ready, need one more hour. You go for umrah, when you come back room will be ready. Imagine when you are in travel for 14 hours of flight from Chicago USA and all the immigration and dealing with taxis drivers in Saudi Arabia and when you arrive at the hotel and someone say after 20/25 minutes standing at the counter your room is not ready at 5.00 pm. This makes us more angry. This was not acceptable. Our room was prepay and will be ready by 4.00 pm at check time. Suggestion This hotel is not ideal for families with young children, elderly and peoples with knees or back problems. This hotel has shuttle but shuttle will drop off at the hill. You need to walk down the hill to Haram and walk up the hill to catch the shuttle."
Ali B,23-Feb,"Special attention to the following staff members: Dalal,Manar,Razan and Bassam. I would like to them for their kindness and professionalism. The provide me and my family with an excellent service and they made us feel at home and part of their family. They are in our hearts forever and we hope to see them soon again. Chokran !!! Ali Benkacem in room #813. Cleanliness Service Sleep Quality"
Shumsplash,23-Jan,Absolutely amazing stay! Staff was brilliant . Samir at desk was welcoming and very friendly . I must say one of the best Marriott I have stayed with . Very accommodating with all requests. I will definitely be returning there. We had big family and it was perfect stay.
passant t,22-Dec,Everything is more than perfect Very clean Breakfast is tasty and varied Staff are friendly and do anything quickly and smily Sepcial thanks for Mr dalim Room boy Ahad and shaker Thank you Passant tarek
Samiyah A,22-Nov,"The hotel and service was very nice. We had breakfast included in our package and it was definitely well worth it, there's a large variety of food options. The hotel had shuttle bus service's which come very frequently and take you somewhat close to the masjid. The staff were very kind and friendly especially the cleaning staff and catering staff. Only downside, We were charged an additional 'authorisation fee' by the hotel on top of our full package fee. We were told by the hotel receptionists that we'd get this back within 2 weeks however almost a month after we're still waiting. We have tried emailing them but got no response or refund so this is very disappointing."
Wahid A,22-Nov,The room is nice good size and service was amazing reception is good basically everything was good the only problem is the walk which is tough when coming back from haraam yes the shuttle is there but its tiring Overall It was fine Value Location Service
Laila B,22-Nov,"It was a gorgeous and adorable place very near to the Holy Mosque. Rooms were spacious and comfortable with the speaker installed in the ceiling and we were informed punctually about the times of the prayers ( with the adhan). The Holy Mosque was just few minutes walking distance away and even prayers could be performed in the room with the imam of the Holy Mosque. thanks to Rinad from guest relations she is excellent Amazing service and housekeeping was very polite and helpful. Azhar a house keeping staff helped us a lot on our stay. And overall, it was a very nice experience Special thanks to Azhar and Abdul Rehman for responding to our needs promptly. Value Location Service"
a-ali72,22-Oct,"Changed rooms due to a stomach churning sewage like smell after using sink/shower, which was there in second room as well. No iron. Iron board broken. Kettle wouldn’t work. Couldn’t get the room to warm up, temperature playing up and cooling the room. It’s not as easy to get to the haram as it’s made out to be even on shuttle bus especially if you are elderly or have elderly relatives with you, the walk up the hill up to the shuttle bus can be hard work for them. Got to give credit that They attended quickly to all problems, all the people who attended to any problems were professional and punctual and very polite. But these problems shouldn’t be here in the first place. Disappointed by the actual hotel but not the service."
Najdah R,22-Oct,Very bad experience not value for money at all.book a quad room but got a double room and they added two small beds in sitting area. As for breakfast it was worst.no variety of food.same type of food everyday. Manager is money minded ask for more money when ask for other types of food..room also not well clean dust evrywhere.will definitely not recommend. Value Location Service
FA H,22-Oct,"Hello everyone Very bad stay Very poor service Rooms and toilet very bad odour The rooms not well maintained Very bad breakfast,everyday same food to eat no varieties of foods and fruits and very little foods for a big amount and when talked with the manager he said to give extra money for good foods Very disappointed overall Not recommended at all"
muz z,22-Oct,one of the worst experience at mariott hotel. The rooms are very dusty.It caused me lots of health problems. The location is not as it seems to be on the website. You have to walk a lot.The buffet seems to be targeted for only one type of guests. Staff working in the buffet are rude. The hotel is not value for money. I am very disapointed with mariot. I will never go there again.
MD s,22-Oct,I will friest time come this hote it was very good hotel. and l am enjoy yhis time .Spicily thanks fond desk people very helpfull me and good staf and room is very nice comfortable this room and housekeeping svc is excellent svc and housekeeping supervisor mr.azhar good boy thank you come back again
Khalid Soliman,22-Oct,"Absolutely loved our stay at the Jabal Omar Makkah Marriott hotel - the property was extremely impressive, the Haram-view suite was spacious and had stunning views, the breakfast was solid, and the the staff at the hotel were absolutely phenomenal in their customer service, really making the stay even better! Sami, Maram, Bassam, and Khadijah were all tremendous in assisting us at the reception throughtout the stay, Riyas was really helpful taking us up to our room after check-in and at check-out, Ismail Ahmed and the housekeeping staff were top notch, and Rahmath was absolutely phenomenal in assisting me with a couple of issues regarding payment and receiving points on my American Express Marriott Bonvoy credit card. He really went out of his way throughout the week and focused hard on resolving my concerns - I am very grateful for his genuine assistance! Thank you Jabal Omar Makkah Marriott team for a memorable stay, I will definitely be back, inshaaAllah!"
Ajmeer C,22-Oct,been here since 2 days.. i paid for a quad room but ended with a double room with 2additional bed..how can 4people live a room with no space..the 2additional bed one with an electricity socket just behind your head and the other with an office table behind ur head..WHAT THE HECK IS THAT????? i did paid for that no way.. also smell very very bad.. they didnt even clean the room.. u wont get my money worst experience ever..
Asad U,22-Sep,"OMG! Worst Marriott ever! Absolutely filthy hotel and amenities, that ended up giving my wife scabies. I travelled from London and was shocked and baffled to see the state of the room offered. Upon complaining, the duty manager upgraded us however even their executive suite is also extremely filthy and constantly smells of sewage and even had drain flies. Some pix for reference. One tip: avoid this hotel if you don’t want to ruin your spiritual experience."
mahabub alam,22-Sep,"Very nice environment We like the hotel very much Because from here you can walk very close to Masjid Al Haram ?????? And all the staff here are very nice especially Mr.qassem in front desk And housekeeping supervisor mr. Azhar) and Dalim, Abdull Hakim ,Abdullah dhab and abdull rahman Thank you Md mahabub alam"
AliZma,22-Aug,"A spiritual pleasant stay It was a pleasant stay. Nice staff at reception , housekeeping and in breakfast lounge. But the concierge services was not good as it should be. The location is close to Haram. 24hrs shuttle service to Haram is available. Ambience and comfort is as expected except the additional beds should be improved. Parking is available on site with charge. The other good thing is the live prayer from Haram on speakers in hotel. Insider tip: Parking can be difficult to find in busy times."
Ahmed M,22-Jun,"One of the best hotel in Makkah, Clean hotel, Excellent staff, very good facilities and restaurants, luxury rooms, fantastic lobby,Comfortable accommodation and bed. Providing excellent service. Very near to Haram"
waleedsilan,22-Jun,"Makkah Marriott Hotel offers accommodations in Mecca . Guests can enjoy the on - site restaurant . Each at this hotel is air conditioned and is fitted with a TV with satellite channels. Certain rooms include a seating area for your convenience . Extras include slippers , free toiletries and a hair dryer . There is a 24-hour front desk, hairdresser's, and gift shop at the property. Masjid Al Haram is only 6 minutes from Makkah Marriott Hotel . The nearest airport is King Abdulaziz Airport , 46 mi from the property . Insider tip: I recommend it for anyone"
Mohamed A,22-May,"Hotel understaffed , calls not answered by housekeeping or operator or reception, Room - for a new hotel amenities less , no glasses or tea cups only paper cups , carpets dirty , bathroom- taps hot and cold water mixed up I guess , bathroom decor not great Definitely not a 5 star marriot hotel Has a shuttle to the haram but drops u a distance from the haram marble. So a long walk . Being a platinum elite member of marriot, no stay points as booked via a tracer agent What nonsense! Anyway not staying here again Insider tip: Avoid this hotel"
